alias,cluster_index,cluster_name
Fucose,29,Photosynthetic Pigments & Plant/Algal Physiology
Fatty alcohol,27,Metabolic Engineering & Synthetic Biology
Reaction product,1,Inorganic Chemistry & Small Molecule Catalysis
Xylitol (C5H12O5),10,Biorefinery Feedstocks & Biomass Processing
Photobioreactor (PBR),10,Biorefinery Feedstocks & Biomass Processing
Chlorophyllide,8,Photosynthesis & Light-Harvesting
Chloroplast protein,6,Eukaryotic Cell Biology & Organelles
Nuclear gene,6,Eukaryotic Cell Biology & Organelles
CO/H2 gas mixture,5,Electrocatalysis & CO2 Conversion
Photoreaction,1,Inorganic Chemistry & Small Molecule Catalysis
Nitrate reductase,12,Microbial Genetics & Synthetic Biology
Nitrite (NO2-),5,Electrocatalysis & CO2 Conversion
Nitrite reductase,12,Microbial Genetics & Synthetic Biology
Reductase,27,Metabolic Engineering & Synthetic Biology
Pore structure,13,Industrial Chemistry & Chemical Engineering
Al-MCM-41 (aluminum mesoporous silica),13,Industrial Chemistry & Chemical Engineering
Ammonium sulfate ((NH4)2SO4),11,Microbial & Algal Bioprocessing
Micelle,11,Microbial & Algal Bioprocessing
Chlorella pyrenoidosa,14,Agricultural Residues & Biomass Valorization
Laminaria japonica (kelp),16,Marine & Algal Natural Products
Spirulina platensis,16,Marine & Algal Natural Products
N-Heterocyclic carbene (NHC),5,Electrocatalysis & CO2 Conversion
Phytochemical,16,Marine & Algal Natural Products
Alkali lignin,13,Industrial Chemistry & Chemical Engineering
Tetrahydrofuran (THF),7,Heterogeneous Catalysis & Materials
Chemically modified,13,Industrial Chemistry & Chemical Engineering
Colloid,7,Heterogeneous Catalysis & Materials
Biomethane potential (BMP),14,Agricultural Residues & Biomass Valorization
Isochrysis (microalga),11,Microbial & Algal Bioprocessing
Tetraselmis,11,Microbial & Algal Bioprocessing
Xanthophyll,16,Marine & Algal Natural Products
Alginate,16,Marine & Algal Natural Products
Molecular basis,16,Marine & Algal Natural Products
Horizontal gene transfer,2,Genomics & Genetic Engineering
Diesel,23,Environmental Engineering & Waste Management
Naphtha,23,Environmental Engineering & Waste Management
Paraffin,13,Industrial Chemistry & Chemical Engineering
High-density polyethylene (HDPE),23,Environmental Engineering & Waste Management
Polypropylene (PP),23,Environmental Engineering & Waste Management
16S ribosomal DNA,0,Industrial Enzymes & Fungal Bioprocessing
Genetic locus,2,Genomics & Genetic Engineering
Transcriptional regulatory network,2,Genomics & Genetic Engineering
Diacylglycerol acyltransferase 1 (DGA1),22,Genetic Engineering Tools & Expression Systems
Vesicle,6,Eukaryotic Cell Biology & Organelles
Extracellular electron transfer,13,Industrial Chemistry & Chemical Engineering
Indole-3-acetic acid (IAA),29,Photosynthetic Pigments & Plant/Algal Physiology
Vitamin B12 (Cobalamin),16,Marine & Algal Natural Products
Nitrogenase,27,Metabolic Engineering & Synthetic Biology
Photosystem I (PSI),8,Photosynthesis & Light-Harvesting
Phytochrome,8,Photosynthesis & Light-Harvesting
Raney nickel (Ni),13,Industrial Chemistry & Chemical Engineering
Diphenyl ether,7,Heterogeneous Catalysis & Materials
Methylcyclohexane,7,Heterogeneous Catalysis & Materials
Food additive,16,Marine & Algal Natural Products
Rhodotorula toruloides,11,Microbial & Algal Bioprocessing
Intron,2,Genomics & Genetic Engineering
Sulfonic acid,13,Industrial Chemistry & Chemical Engineering
Nannochloropsis gaditana (microalga),11,Microbial & Algal Bioprocessing
Nitrobenzene (C6H5NO2),13,Industrial Chemistry & Chemical Engineering
Nitrobenzene (C6H5NO2),7,Heterogeneous Catalysis & Materials
Extractive,14,Agricultural Residues & Biomass Valorization
Wax,23,Environmental Engineering & Waste Management
Aliphatic alcohol,7,Heterogeneous Catalysis & Materials
Enantiomer,7,Heterogeneous Catalysis & Materials
Ascorbate peroxidase (APX),29,Photosynthetic Pigments & Plant/Algal Physiology
Catalase,29,Photosynthetic Pigments & Plant/Algal Physiology
Glutathione (C10H17N3O6S),15,Animal & Human Cell Models
Glutathione reductase,29,Photosynthetic Pigments & Plant/Algal Physiology
Superoxide dismutase (SOD),29,Photosynthetic Pigments & Plant/Algal Physiology
Peroxidase,11,Microbial & Algal Bioprocessing
Acetylene (C2H2),1,Inorganic Chemistry & Small Molecule Catalysis
Palladium site,5,Electrocatalysis & CO2 Conversion
Rate-determining step (RDS),1,Inorganic Chemistry & Small Molecule Catalysis
Methyl isobutyl ketone (MIBK),7,Heterogeneous Catalysis & Materials
Alcohol product,5,Electrocatalysis & CO2 Conversion
Biomethane,10,Biorefinery Feedstocks & Biomass Processing
Phosphoenolpyruvate (PEP),22,Genetic Engineering Tools & Expression Systems
Photosynthetic CO2 fixation,27,Metabolic Engineering & Synthetic Biology
Klebsiella,27,Metabolic Engineering & Synthetic Biology
Bacterial gene,12,Microbial Genetics & Synthetic Biology
Rhodobacter sphaeroides,27,Metabolic Engineering & Synthetic Biology
Gluconate,22,Genetic Engineering Tools & Expression Systems
Angiotensin-converting enzyme 2 (ACE2),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Carbon catabolite repressor 1 (CRE1),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Alkaline hydrogen peroxide (AHP),14,Agricultural Residues & Biomass Valorization
Transposable element,2,Genomics & Genetic Engineering
Corn cob,14,Agricultural Residues & Biomass Valorization
Biphenyl (C12H10),27,Metabolic Engineering & Synthetic Biology
Enthalpy,1,Inorganic Chemistry & Small Molecule Catalysis
Nickel metal (Ni),7,Heterogeneous Catalysis & Materials
Nickel species,5,Electrocatalysis & CO2 Conversion
Petroleum hydrocarbon,10,Biorefinery Feedstocks & Biomass Processing
Adipocyte,15,Animal & Human Cell Models
Perilipin,19,Lipid Metabolism & Fatty Acid Synthesis
Aspergillus oryzae,11,Microbial & Algal Bioprocessing
Cutinase,12,Microbial Genetics & Synthetic Biology
Posttranslational modification,6,Eukaryotic Cell Biology & Organelles
Regulatory gene,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Dinoflagellate,16,Marine & Algal Natural Products
Histone H4,5,Electrocatalysis & CO2 Conversion
Metal–organic compound,5,Electrocatalysis & CO2 Conversion
Mutated gene,3,Protein Structure & Cell Biology
Glycerol-3-phosphate dehydrogenase,22,Genetic Engineering Tools & Expression Systems
Lipid body,24,Genetic Elements & Regulatory Sequences
Xyloglucan,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Aromatic ketone,7,Heterogeneous Catalysis & Materials
Combustion product,23,Environmental Engineering & Waste Management
Hydrogen sulfide (H2S),13,Industrial Chemistry & Chemical Engineering
Glycogen,12,Microbial Genetics & Synthetic Biology
Starch synthase I,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Protozoan,16,Marine & Algal Natural Products
L-Lactate dehydrogenase,27,Metabolic Engineering & Synthetic Biology
Arabinose (C5H10O5),11,Microbial & Algal Bioprocessing
Ferredoxin oxidoreductase,27,Metabolic Engineering & Synthetic Biology
Oxazolidinone,7,Heterogeneous Catalysis & Materials
Pure culture,12,Microbial Genetics & Synthetic Biology
Direct air capture (DAC),5,Electrocatalysis & CO2 Conversion
Galactose (C6H12O6),11,Microbial & Algal Bioprocessing
Serum albumin (SAA),5,Electrocatalysis & CO2 Conversion
Propanediol,18,Biochemicals & Green Chemistry
Hydroxide,5,Electrocatalysis & CO2 Conversion
Biocatalyst,18,Biochemicals & Green Chemistry
Diphosphate,27,Metabolic Engineering & Synthetic Biology
Cellular compartment,2,Genomics & Genetic Engineering
Analog,7,Heterogeneous Catalysis & Materials
Carbon nitride (C3N4),5,Electrocatalysis & CO2 Conversion
Phenylacetylene,13,Industrial Chemistry & Chemical Engineering
Ethylmalonyl-CoA,9,Metabolic Enzymes & Cofactors
Isocitrate lyase,22,Genetic Engineering Tools & Expression Systems
Ozone (O3),17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Marine bacterium,16,Marine & Algal Natural Products
Polyamine,27,Metabolic Engineering & Synthetic Biology
Polyamine,12,Microbial Genetics & Synthetic Biology
"N,N-Dimethylformamide (DMF)",1,Inorganic Chemistry & Small Molecule Catalysis
Methanoculleus (archaea),11,Microbial & Algal Bioprocessing
Stem cell,12,Microbial Genetics & Synthetic Biology
Soluble product,10,Biorefinery Feedstocks & Biomass Processing
Chemical intermediate,18,Biochemicals & Green Chemistry
Copper(II) ion (Cu2+),1,Inorganic Chemistry & Small Molecule Catalysis
Genomic region,22,Genetic Engineering Tools & Expression Systems
Toluene (C7H8),13,Industrial Chemistry & Chemical Engineering
Xylene (C8H10),13,Industrial Chemistry & Chemical Engineering
Hydrogen pressure,7,Heterogeneous Catalysis & Materials
Nostoc (cyanobacterium),16,Marine & Algal Natural Products
Extracellular polysaccharide,11,Microbial & Algal Bioprocessing
Exopolysaccharide (EPS),16,Marine & Algal Natural Products
Functional unit,17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Xylose residue,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Styrene (C8H8),1,Inorganic Chemistry & Small Molecule Catalysis
Fungal cell,11,Microbial & Algal Bioprocessing
Actinobacterium,11,Microbial & Algal Bioprocessing
Contaminant,23,Environmental Engineering & Waste Management
Gene fragment,22,Genetic Engineering Tools & Expression Systems
Firmicutes (bacterial phylum),11,Microbial & Algal Bioprocessing
Hydrocarboxylation,7,Heterogeneous Catalysis & Materials
Abiotic factor,10,Biorefinery Feedstocks & Biomass Processing
Guanosine triphosphate (GTP),27,Metabolic Engineering & Synthetic Biology
"Riboflavin (Vitamin B2, C17H20N4O6)",16,Marine & Algal Natural Products
Animal cell,6,Eukaryotic Cell Biology & Organelles
Flavin mononucleotide (FMN),27,Metabolic Engineering & Synthetic Biology
Pyrimidine,11,Microbial & Algal Bioprocessing
Vitamin B,16,Marine & Algal Natural Products
Pollutant emission,23,Environmental Engineering & Waste Management
LexA protein,4,Plant Cell Wall Enzymes & Carbohydrate Processing
NTC-A (regulatory protein),2,Genomics & Genetic Engineering
Hydrogenase,27,Metabolic Engineering & Synthetic Biology
Transcription start site (TSS),2,Genomics & Genetic Engineering
Antisense,2,Genomics & Genetic Engineering
Intergenic region,27,Metabolic Engineering & Synthetic Biology
Agroindustrial residue,0,Industrial Enzymes & Fungal Bioprocessing
Biorefinery product,10,Biorefinery Feedstocks & Biomass Processing
Protein-coding gene,2,Genomics & Genetic Engineering
Zymomonas mobilis,12,Microbial Genetics & Synthetic Biology
Pyruvate decarboxylase,27,Metabolic Engineering & Synthetic Biology
Amberlyst (ion-exchange resin),7,Heterogeneous Catalysis & Materials
Co-expressed gene,2,Genomics & Genetic Engineering
5-Ethoxymethylfurfural,7,Heterogeneous Catalysis & Materials
Anabaena,11,Microbial & Algal Bioprocessing
Dunaliella salina,11,Microbial & Algal Bioprocessing
Schizochytrium,11,Microbial & Algal Bioprocessing
Thalassiosira (diatom),29,Photosynthetic Pigments & Plant/Algal Physiology
Carotene,16,Marine & Algal Natural Products
Porphyridium cruentum (microalga),14,Agricultural Residues & Biomass Valorization
Extremophile,10,Biorefinery Feedstocks & Biomass Processing
Fish,16,Marine & Algal Natural Products
Photosynthetic pigment,29,Photosynthetic Pigments & Plant/Algal Physiology
Generally Recognized As Safe (GRAS),27,Metabolic Engineering & Synthetic Biology
Imine,7,Heterogeneous Catalysis & Materials
Cytochrome c oxidase (COX),9,Metabolic Enzymes & Cofactors
Chromophore,11,Microbial & Algal Bioprocessing
Photolysis,1,Inorganic Chemistry & Small Molecule Catalysis
Carbon catabolite repression (CCR),11,Microbial & Algal Bioprocessing
Decanoic acid (C10:0),27,Metabolic Engineering & Synthetic Biology
Hexanoic acid (C6H12O2),27,Metabolic Engineering & Synthetic Biology
CrtB (phytoene synthase),27,Metabolic Engineering & Synthetic Biology
CrtI (phytoene desaturase),27,Metabolic Engineering & Synthetic Biology
Vitamin A (Retinol),16,Marine & Algal Natural Products
Phytoene synthase,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Endogenous gene,22,Genetic Engineering Tools & Expression Systems
Transgenic line,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Agricultural product,10,Biorefinery Feedstocks & Biomass Processing
Dihydroxyacetone phosphate (DHAP),27,Metabolic Engineering & Synthetic Biology
Benzoic acid (C7H6O2),13,Industrial Chemistry & Chemical Engineering
Benzoic acid (C7H6O2),7,Heterogeneous Catalysis & Materials
Polychlorinated biphenyl (PCB),27,Metabolic Engineering & Synthetic Biology
Toxic metabolite,16,Marine & Algal Natural Products
Side product,7,Heterogeneous Catalysis & Materials
Sodium borohydride (NaBH4),13,Industrial Chemistry & Chemical Engineering
Malic acid (C4H6O5),18,Biochemicals & Green Chemistry
Malate,27,Metabolic Engineering & Synthetic Biology
Oxaloacetate (C4H4O5),27,Metabolic Engineering & Synthetic Biology
Indole,7,Heterogeneous Catalysis & Materials
Pyridine,7,Heterogeneous Catalysis & Materials
Graphitic carbon,5,Electrocatalysis & CO2 Conversion
Triethylamine (C6H15N),1,Inorganic Chemistry & Small Molecule Catalysis
Zeolitic imidazolate framework-8 (ZIF-8),5,Electrocatalysis & CO2 Conversion
Chemical substance,10,Biorefinery Feedstocks & Biomass Processing
Nicotinamide adenine dinucleotide (phosphate) (NAD(P)H),27,Metabolic Engineering & Synthetic Biology
Land use,17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Shikimic acid,12,Microbial Genetics & Synthetic Biology
Copper species,13,Industrial Chemistry & Chemical Engineering
Carbene,7,Heterogeneous Catalysis & Materials
Sodium chlorite (NaClO2),14,Agricultural Residues & Biomass Valorization
Clone,11,Microbial & Algal Bioprocessing
Antheraxanthin,16,Marine & Algal Natural Products
Violaxanthin,16,Marine & Algal Natural Products
Chemical surfactant,10,Biorefinery Feedstocks & Biomass Processing
Synechococcus,27,Metabolic Engineering & Synthetic Biology
Enhancer (genetic),12,Microbial Genetics & Synthetic Biology
Phosphine (PH3),7,Heterogeneous Catalysis & Materials
Hydrogen/carbon monoxide (H2/CO),13,Industrial Chemistry & Chemical Engineering
Marine species,16,Marine & Algal Natural Products
Marine species,11,Microbial & Algal Bioprocessing
Ferulic acid (C10H10O4),11,Microbial & Algal Bioprocessing
Saccharomyces cerevisiae cell,12,Microbial Genetics & Synthetic Biology
Alkaline catalyst,13,Industrial Chemistry & Chemical Engineering
Acetoin,27,Metabolic Engineering & Synthetic Biology
Omega-3 fatty acid,16,Marine & Algal Natural Products
Cyanobacteriochrome (CBCR),8,Photosynthesis & Light-Harvesting
Copper complex,7,Heterogeneous Catalysis & Materials
ARO10 gene (Saccharomyces cerevisiae),27,Metabolic Engineering & Synthetic Biology
Insertion site,2,Genomics & Genetic Engineering
Herbicide,11,Microbial & Algal Bioprocessing
Insecticide,16,Marine & Algal Natural Products
Phytohormone,29,Photosynthetic Pigments & Plant/Algal Physiology
Heterologous enzyme,10,Biorefinery Feedstocks & Biomass Processing
HOG1 (MAP kinase),6,Eukaryotic Cell Biology & Organelles
Light-harvesting complex (LHC),8,Photosynthesis & Light-Harvesting
Light-harvesting complex II (LHCII),8,Photosynthesis & Light-Harvesting
CO2 electroreduction (CO2 ER),5,Electrocatalysis & CO2 Conversion
Macromolecular complex,2,Genomics & Genetic Engineering
Chemical modification,16,Marine & Algal Natural Products
Epoxy compound,13,Industrial Chemistry & Chemical Engineering
Single nucleotide polymorphism (SNP),2,Genomics & Genetic Engineering
Plant natural product,18,Biochemicals & Green Chemistry
NADH oxidase,22,Genetic Engineering Tools & Expression Systems
Monogalactosyldiacylglycerol (MGDG),19,Lipid Metabolism & Fatty Acid Synthesis
Key gene,27,Metabolic Engineering & Synthetic Biology
Key gene,12,Microbial Genetics & Synthetic Biology
2-Oxoglutarate dehydrogenase,9,Metabolic Enzymes & Cofactors
Synechococcus (cyanobacterium),27,Metabolic Engineering & Synthetic Biology
Corn stalk,14,Agricultural Residues & Biomass Valorization
Xylulose,11,Microbial & Algal Bioprocessing
Toxic substance,10,Biorefinery Feedstocks & Biomass Processing
Antimicrobial,12,Microbial Genetics & Synthetic Biology
Adenosine diphosphate (ADP),22,Genetic Engineering Tools & Expression Systems
Hemoglobin,12,Microbial Genetics & Synthetic Biology
Acetoacetyl-CoA,27,Metabolic Engineering & Synthetic Biology
ArcA (regulatory protein),22,Genetic Engineering Tools & Expression Systems
Photosystem I (PSA),23,Environmental Engineering & Waste Management
Alkylphenol,7,Heterogeneous Catalysis & Materials
Aliphatic hydrocarbon,13,Industrial Chemistry & Chemical Engineering
Mycobacterium,22,Genetic Engineering Tools & Expression Systems
Aldehyde reductase,27,Metabolic Engineering & Synthetic Biology
Carboxylic acid reductase,27,Metabolic Engineering & Synthetic Biology
Fatty aldehyde,27,Metabolic Engineering & Synthetic Biology
Volvox carteri (alga),8,Photosynthesis & Light-Harvesting
Neoxanthin,16,Marine & Algal Natural Products
Light-harvesting complex,16,Marine & Algal Natural Products
Small molecule,7,Heterogeneous Catalysis & Materials
Cellulose nanofibril (CNF),13,Industrial Chemistry & Chemical Engineering
Nanofibril,13,Industrial Chemistry & Chemical Engineering
